Region,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble
2020-04-13,14,0,0,0,0,0,1,17,0,0,0,1,0,6,0,0,0,1,3,2,0,0,0,2,0,0,0,0,0,2,1,2,4,12,0,5,2,0,6,0,1,1,2,12,3,0,0,0,1,2,1,3,0,0,0,13,0,4,0,0,0,0,0,9,0,0,7,1,0,9,0,0,0,1,1,0,1,0,1,5,2,1,0,2,0,2,5,0,0,0,0,1,3,1,1,1,1,1,0,0,20,1,0,1,5,1,1,1,1,0,0,1,0,3,0,1,1,0,0,0,0,2,1,0,0,0,0,1,1,1,0,0,0,8,4,0,2,2,5,3,3,3,1,0,0,0,0,1,1,0,0,0,1,1,10,0,22,0,0,0,1,2,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,3,11,0,3,0,6,6,0,0,6,0,10,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,14,0,0,2,0,0,2,1,0,3,3,1,0,2,0,5,1,25,0,1,7,2,1,2,1,2,1,0,0,1,4,1,10,0,1,2,2,3,0,9,4,3,2,2,3,2,9,0,1,5,1,7,5,4,0,3,1,0,0,0,0,6,0,0,0,0,3,0,0,0,0,1,1,1,1,0,0,3,3,1,3,0,1,1,0,1,0,1,4,7,3,0,12,0,4,0,18,8,23,0,0,10,0,1,2,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0
2020-04-14,5,2,0,0,0,1,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,15,0,5,2,1,2,0,0,0,0,5,0,0,0,0,3,0,0,4,0,0,0,2,0,0,0,0,1,0,1,5,0,0,7,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,1,1,5,0,0,1,0,0,0,6,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8,0,3,0,2,0,0,2,0,1,0,0,0,0,1,1,1,2,0,1,0,0,0,0,1,0,2,1,0,0,5,0,0,0,1,0,0,0,0,1,0,2,0,1,0,2,0,14,0,0,6,2,0,1,0,11,0,0,1,0,3,2,1,2,0,2,2,3,0,9,1,3,1,2,2,0,6,1,0,6,0,5,6,0,0,2,2,2,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,1,4,4,1,0,2,0,2,2,7,1,9,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0
2020-04-15,3,5,0,0,0,0,0,2,0,0,0,2,0,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,6,0,1,0,0,1,0,1,0,1,3,4,0,2,0,1,0,0,1,0,0,1,4,0,2,0,1,0,0,0,2,0,0,5,0,0,2,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,8,1,0,1,0,1,1,0,2,0,1,0,0,0,2,0,1,1,1,0,0,3,0,7,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,0,3,1,0,2,0,0,10,0,0,0,2,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,4,0,0,1,0,0,0,0,1,5,1,27,0,0,4,2,0,1,0,10,1,3,1,1,12,0,0,0,0,1,0,3,0,6,0,7,1,1,0,1,2,1,0,5,0,3,7,2,0,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,4,3,0,0,8,0,2,0,10,0,8,0,0,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2020-04-16,7,4,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,4,0,1,0,0,0,1,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,3,0,1,2,0,0,0,1,2,0,1,0,0,1,0,0,0,3,0,0,1,2,0,0,0,0,3,4,0,2,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,1,0,1,0,2,0,0,0,1,0,4,0,3,0,2,0,0,0,0,1,0,0,0,2,0,0,7,0,0,0,0,0,1,0,1,2,0,1,1,1,1,0,2,25,0,1,3,1,4,1,0,8,1,3,1,0,8,0,5,0,0,1,0,4,0,7,2,5,0,1,2,0,7,1,0,9,0,1,7,2,0,2,2,1,0,0,0,9,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,5,4,2,0,4,0,4,1,9,3,8,0,0,7,1,0,0,1,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0
2020-04-17,7,2,0,0,0,0,0,4,0,0,0,0,0,3,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,11,0,1,1,0,1,1,0,0,0,4,1,2,0,1,0,0,0,3,0,1,0,4,0,4,0,1,0,0,0,3,1,0,6,1,0,2,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,4,0,0,0,3,1,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,2,2,0,2,1,1,1,1,4,0,1,0,0,3,0,2,0,0,0,0,2,4,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,1,0,5,5,0,0,1,0,3,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,1,0,0,2,0,3,0,0,0,1,1,0,1,0,1,0,25,0,2,2,0,3,2,1,5,1,1,2,1,4,0,2,2,0,2,1,2,0,7,1,4,2,2,6,0,3,2,0,6,0,4,10,1,0,5,5,0,0,0,0,1,0,0,0,0,3,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,3,4,1,0,3,0,1,0,5,2,7,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
2020-04-18,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2,5,0,1,7,1,0,2,1,3,0,0,0,1,9,0,0,0,0,2,0,4,0,13,1,4,1,0,4,3,5,0,0,4,0,0,7,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,0,0,7,1,0,4,0,7,0,1,1,1,2,0,0,1,0,1,0,1,0,8,0,9,2,0,4,1,1,2,1,4,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-20,15,3,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,3,0,1,0,0,3,0,0,1,0,0,3,0,1,2,15,0,1,2,0,6,0,0,0,0,13,3,0,0,0,1,0,0,3,0,0,0,15,1,2,0,2,0,1,1,3,1,0,1,0,2,4,0,0,0,1,0,2,2,1,4,0,0,0,0,1,1,3,3,0,0,0,1,0,4,0,0,0,0,0,0,2,19,0,0,1,1,1,3,2,1,0,0,0,1,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10,1,0,6,1,3,2,0,2,0,1,0,0,0,1,0,0,0,0,1,2,7,0,6,0,3,0,0,0,0,0,0,1,1,0,0,0,1,4,0,0,0,0,1,1,0,3,8,0,0,0,11,4,0,0,0,0,8,0,2,0,5,0,2,0,2,0,0,0,2,0,0,0,0,0,2,1,13,1,0,0,1,0,2,0,1,2,2,2,1,2,0,1,0,29,1,1,10,1,1,1,3,8,0,0,2,1,8,0,7,0,2,1,4,2,0,9,2,7,0,0,4,0,2,0,0,9,0,8,12,1,0,3,3,1,0,0,0,4,0,1,0,0,3,0,0,1,1,1,1,0,1,1,0,0,2,0,0,1,1,0,0,0,1,1,4,12,1,0,14,0,3,2,16,7,24,0,3,12,1,0,2,2,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0
2020-04-21,5,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,13,1,2,0,0,2,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,4,1,0,2,0,1,2,0,0,1,0,0,1,2,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,3,0,0,3,0,0,0,0,17,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,14,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,0,0,1,1,7,0,0,0,2,0,0,1,1,0,0,2,0,0,2,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,12,0,0,2,0,1,1,0,1,1,2,1,1,3,0,2,3,11,0,0,2,2,1,1,1,4,1,0,0,0,4,0,3,1,1,1,1,3,1,11,0,1,0,2,1,1,5,0,0,5,0,3,7,2,0,1,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,2,1,0,0,0,0,0,1,6,4,1,0,1,0,3,0,5,0,10,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
2020-04-22,9,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,2,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,6,1,0,3,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,4,0,1,0,1,0,0,1,0,0,0,1,0,0,0,3,0,1,0,1,0,0,0,2,5,0,0,0,0,0,0,0,1,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,6,0,0,0,0,0,1,1,1,0,1,2,0,1,0,2,3,18,0,1,8,0,0,2,2,10,1,1,4,1,6,0,1,0,0,2,1,5,0,5,0,3,2,3,1,3,4,2,2,7,0,4,19,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,2,0,0,5,0,0,0,6,3,11,0,0,5,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
2020-04-23,7,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,3,2,3,0,0,1,0,6,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,3,0,1,0,1,1,2,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,1,0,4,1,0,0,0,8,0,0,0,0,3,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,5,1,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,7,0,1,0,10,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,2,1,0,1,2,4,1,1,0,2,1,20,0,3,6,0,1,1,1,6,1,0,1,0,9,0,5,0,0,1,2,2,0,7,1,7,0,2,2,2,6,0,0,7,0,7,4,0,0,2,2,0,0,0,0,3,0,0,3,0,1,0,1,1,0,0,0,0,1,0,0,2,1,1,0,0,1,1,0,0,0,0,2,5,1,1,1,0,2,0,8,1,9,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0
2020-04-24,7,2,0,1,1,1,0,8,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,10,0,3,0,0,3,1,2,0,0,2,0,0,0,0,1,0,0,2,0,0,1,4,0,2,0,0,1,0,0,5,2,0,1,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,2,2,6,1,0,1,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,6,3,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,0,3,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,3,2,1,1,0,2,0,1,0,2,2,1,1,1,0,8,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,1,5,0,1,1,1,0,2,0,19,0,0,9,1,1,3,1,6,1,0,1,1,6,0,2,0,0,1,0,4,0,4,1,10,0,1,1,2,5,3,0,4,1,2,7,3,0,4,3,1,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,2,3,0,0,2,0,4,0,6,4,8,0,2,5,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
2020-04-25,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,3,0,2,0,0,0,2,0,5,0,0,3,2,2,1,0,3,0,4,1,2,2,0,0,0,2,0,0,2,0,4,2,3,0,1,2,2,4,2,0,5,0,2,9,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2020-04-26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,9,0,0,6,0,2,2,1,3,2,0,1,2,5,0,0,0,1,0,0,3,0,5,3,5,0,3,0,0,3,0,0,2,0,5,7,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-27,10,4,1,0,0,0,1,9,0,0,0,0,1,6,0,0,0,0,3,0,0,1,0,4,0,0,0,0,0,2,2,0,1,23,0,0,2,0,4,1,0,1,0,11,1,1,1,0,1,0,0,1,0,0,0,10,0,1,0,1,1,2,0,7,4,0,11,1,2,3,0,0,0,3,0,4,2,1,0,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,28,2,0,2,3,3,4,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,1,15,5,0,3,1,4,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,12,0,2,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,3,1,0,10,0,5,0,9,1,2,0,0,0,5,1,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,9,0,0,0,0,0,3,0,0,2,3,2,0,1,0,2,1,23,0,2,9,0,2,1,2,6,2,1,0,3,9,0,5,0,1,0,2,5,1,6,1,8,2,0,1,2,7,3,0,7,0,3,12,5,0,2,4,1,0,0,0,7,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,1,5,0,0,0,0,1,0,1,9,10,1,0,7,1,7,0,16,4,23,0,2,9,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,1,0,1,0
2020-04-28,9,4,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,13,0,1,1,0,2,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,1,4,1,0,1,2,0,1,1,4,1,0,7,4,0,4,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,0,0,0,1,0,0,0,4,0,3,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,2,0,0,1,1,1,1,3,0,5,2,28,0,1,9,3,1,3,0,4,0,2,1,1,5,1,2,0,1,2,0,2,0,7,3,5,0,1,3,1,5,1,0,6,0,2,12,1,0,0,1,0,0,0,0,8,0,2,1,0,2,0,2,1,1,0,0,1,0,1,1,1,2,0,2,1,0,0,0,0,0,0,2,2,2,0,5,0,2,0,5,1,9,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
